Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Initial_HCP_Target_Guardrail,INITIAL_HCP_IS_NOT_DEFORMATION_INDUCED_TRIP_EVIDENCE,as reported,DIRECT_XRD_OM_SEM_OR_VERIFIED_NA,Figs.1-2 pp.2-3,XRD plus OM/SEM with phase-scope safeguards,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Paper_Native_Mechanism_Attribution,TWIP,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,TRIP_to_TWIP_Negative_Safeguard,MECHANISM_SHIFT_WORDING_DOES_NOT_GENERATE_TRIP_ZERO,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Twin_Boundary_Character,APPROXIMATELY_60_DEGREE_<111>_DEFORMATION_TWIN_BOUNDARIES,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Twin_Population_Qualitative,LOWER_THAN_C2MO1_QUALITATIVE,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Twin_Fraction_Status,QUALITATIVE_POPULATION_ONLY_NO_FRACTION_DIGITIZED,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Methods p.2; Figs.1-4 pp.2-5,Condition-level evidence grading from verified workbook,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,Figure3_Digitization_Status,NOT_DIGITIZED_TEXT_ONLY_VALUES_WHERE_EXPLICIT,as reported,DIRECT_APPROX_TEXT_OR_VERIFIED_NA,Methods p.2; Figs.1-4 pp.2-5,Engineering tensile response; Figure 3 not digitized,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,SFE_General_Threshold_Status,SECONDARY_GENERAL_THRESHOLDS_NOT_ASSIGNED_TO_P022_CONDITIONS,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2MO2,P022_MC_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,P022_OBS_C2MO2_ASCAST_RT,SFE_Qualitative_Trend,C_INCREASE_AND_MO_REDUCTION_DISCUSSION_QUALITATIVE_DIRECTION_ONLY,as reported,QUALITATIVE_DIRECTION_OR_VERIFIED_GAP,Introduction/results and whole-paper review,No current-alloy numeric SFE or DeltaG; no cross-paper transfer,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,NOT_SAFE_AS_DIRECT_NUMERIC_SFE_OR_DELTAG,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Paper_ID,P022,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,DOI,10.1007/s10853-019-04064-9,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Paper_Title,Excellent room temperature ductility of as-cast TRIP high-entropy alloy via Mo and C alloying,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Condition_ID,P022_C2_EBSD_40,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Experiment_Group_ID,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Row_Type,Correlated 40%-strain EBSD twin observation,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Alloy_ID,C2,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Original_Composition,Fe50Mn30Co10Cr10C2,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Composition_basis,ATOMIC_RATIO_AS_REPORTED,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Deformation_stage,40% strain EBSD observation,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Slip,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Twin_fraction_or_Sigma3,UNRESOLVED_NA,fraction,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED_NA_TWIN_FRACTION_NOT_DIGITIZED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Evidence_TWIP,60°<111> deformation-twin boundaries directly shown; lower amount than C2Mo1,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Characterization_methods,EBSD/IPF + misorientation,as reported,VERIFIED_MASTER_FIELD_MAPPING,Fig.4 pp.4-5,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Source_location,Fig.4 pp.4-5,as reported,VERIFIED_MASTER_FIELD_MAPPING,Fig.4 pp.4-5,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Notes,Positive stage evidence is sufficient for condition-level TWIP occurrence. No condition-specific phase-transformation characterization is shown.,as reported,VERIFIED_MASTER_FIELD_MAPPING,Fig.4 pp.4-5,Verified workbook-to-master mapping,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Parent_Experiment_ID,P022_MC_C2_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,ML_Condition_ID,UNRESOLVED_NA,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED_NA_NOT_SOURCE_SUPPORTED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Observation_ID,P022_C2_EBSD_40,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Data_Origin,EXPERIMENTAL,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Observation_Role,CORRELATED_STAGE_CHILD,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Deformation_Stage_ID,P022_C2_EBSD_40,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Grouping_Review_Required,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Grouping_Confidence,HIGH,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Grouping_Reason,40%-strain observation is correlated with its parent tensile condition and cannot count independently,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Effective_TRIP,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Effective_TWIP,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Study_Series_ID,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Material_Parent_ID,P022_MAT_C2,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Leakage_Group_Strict,P022_SERIES01,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Leakage_Group_Material,P022_MAT_C2,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Parent_ML_Condition_ID,P022_MC_C2_ASCAST_RT,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Independent_ML_sample,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Processing_State_ID,AS_CAST,as reported,DIRECT_TEXT_OR_VERIFIED_NA,Materials and methods p.2; tensile condition p.3,Source text without chemistry normalization or temperature/rate inference,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Tensile_Strain_pct,40.0,%,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,TWIP_at_stage,1,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,TRIP_at_stage,UNRESOLVED_NA,binary,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED_NA_NO_STAGE_PHASE_TRANSFORMATION_ASSIGNMENT,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Independent_Experimental_ML_sample,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Experimental_Target_Eligibility,False,as reported,HIERARCHY_INTEGRATION,"Verified material-parent, condition, and stage sheets",Source-defined hierarchy with correlated stage-child control,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Target_Evidence_Confidence,HIGH,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Stage_Method,EBSD/IPF + misorientation,as reported,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Local_Strain_pct,40.0,%,CONDITION_OR_STAGE_TARGET_EVIDENCE,Fig.4 pp.4-5,EBSD/IPF plus misorientation at 40% strain,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,POST_DEFORMATION_TARGET_EVIDENCE,MASTER_FIELD_MAPPING
P022,10.1007/s10853-019-04064-9,P022_SERIES01,P022_MAT_C2,P022_MC_C2_ASCAST_RT,P022_C2_EBSD_40,P022_C2_EBSD_40,Journal,Journal of Materials Science,as reported,SOURCE_IDENTITY,Verified article identity / whole paper,Verified PDF and bibliographic DOI identity,HIGH,VERIFIED,EXPERIMENTAL,https://doi.org/10.1007/s10853-019-04064-9,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
