Feature_Set,Feature_Family,Column_Name,Eligibility_Status,Reason,Coverage_Count_51,Coverage_Percent_51,Method_Constraint,Leakage_Status,Notes
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_source_provenance,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Measured_Composition_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,16,31.37,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,Magnetic_transition_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,3,5.88,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Feedstock_Composition_Method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,4,7.84,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Feedstock_Composition_Scope,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,4,7.84,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Local_EDS_Composition_Scope,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,2,3.92,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Measured_Composition_Method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,CHEMISTRY,Composition_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,8,15.69,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PROCESSING,Cold_Roll_Reduction_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,5,9.8,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,TEST_CONDITIONS,Test_T_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,5,9.8,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_Value_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,2,3.92,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M4_PLUS_PHYSICS,PHYSICS_THERMODYNAMICS,SFE_Data_Origin,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,2,3.92,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Original_Composition,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",36,70.59,May combine nominal and measured text; retain basis and never silently parse or normalize.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Composition_basis,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",42,82.35,Interpretation control; measured and nominal chemistry must remain distinguishable.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Fe_at%,CANDIDATE_CORE_V1,Central alloy chemistry with broad direct coverage; missing remains NA.,42,82.35,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Mn_at%,CANDIDATE_CORE_V1,Mechanism-relevant matrix chemistry with broad direct coverage; missing remains NA.,42,82.35,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Co_at%,CANDIDATE_CORE_V1,Central multicomponent chemistry with broad direct coverage; missing remains NA.,40,78.43,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Cr_at%,CANDIDATE_CORE_V1,Central multicomponent chemistry with broad direct coverage; missing remains NA.,42,82.35,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Ni_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",18,35.29,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,N_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,C_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",9,17.65,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Mo_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",7,13.73,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Si_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Ti_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,V_at%,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Other_elements,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",0,0.0,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Processing_route,CANDIDATE_CORE_V1,Processing history is scientifically essential and broadly reported; raw text remains unencoded.,42,82.35,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Cast_method,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",30,58.82,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Homogenization_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",32,62.75,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Homogenization_time_h,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",32,62.75,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Hot_rolling_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",22,43.14,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Hot_rolling_reduction_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",22,43.14,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Cold_rolling_reduction_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",35,68.63,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Annealing_T_K,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",41,80.39,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Annealing_time_min,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",37,72.55,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Cooling_route,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",27,52.94,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Test_T_K,CANDIDATE_CORE_V1,Planned temperature is mechanism-defining and available before loading.,33,64.71,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Strain_rate_s-1,CANDIDATE_CORE_V1,Planned rate is mechanism-defining and available before loading.,47,92.16,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Grain_size_um,CANDIDATE_CORE_V1,Initial grain size is mechanistically relevant with useful direct coverage; method/scope remain controlled.,34,66.67,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Grain_size_SD_um,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",9,17.65,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_FCC_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",27,52.94,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_HCP_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",31,60.78,Pre-existing/thermal/processing HCP only; never establish tensile TRIP.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_twin_boundary_status,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",26,50.98,Initial/annealing twins may be predictors but never establish deformation TWIP.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,SFE_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,21,41.18,"Require row-level method, structure, temperature, paper/current-reference, and experimental/computational scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,SFE_error_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,DeltaG_FCC_HCP_J_mol,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,9,17.65,"Require alloy, paper, calculation method, and temperature match; never transfer across papers/alloys.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Elastic_modulus_GPa,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,4,7.84,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Shear_modulus_GPa,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Poisson_ratio,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Lattice_parameter_nm,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,CSRO_present,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Grain_size_um,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Recovered_ISFE_DFT_0K_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"DFT intrinsic SFE at 0 K; future physics ablation only, never generic experimental SFE.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Recovered_DeltaG_FCC_HCP_300K_J_mol,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,0,0.0,"Thermo-Calc value at 300 K only; never transfer across temperature, alloy, or paper.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Initial_FCC_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Initial_HCP_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",11,21.57,Pre-test HCP only; never promote processing or thermal martensite to a tensile target.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Recrystallized_fraction,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,P008_Source_State,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Recovered_Bulk_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Use only when explicitly specimen/material bulk; never substitute local or feedstock chemistry.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Recovered_Processing_route,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Recovered_Test_T_Reported,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",9,17.65,Raw reported temperature; no numeric inference or standardization in V1.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_BCC_alpha_martensite_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",3,5.88,Pre-test BCC alpha state; keep separate from HCP and tensile TRIP.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,SFE_value_alloy_level_mJ_m2,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,6,11.76,Alloy-level value; do not duplicate across conditions without a predeclared scope rule.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Alpha_lath_thickness,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Alpha_lath_spacing,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
