Column_Name,Scientific_Family,Prediction_Time_Class,Feature_Priority,Coverage_Count_51,Coverage_Percent_51,Scientific_Reason,Recommended_Use,Notes
Initial_Twin_Origin,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,5,9.8,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_Twin_Target_Safety,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Tensile_Strain_pct,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
FCC_fraction_at_stage,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TWIP_at_stage,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TRIP_at_stage,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Slip_at_stage,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,0,0.0,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HDI_at_stage,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,NOT_ELIGIBLE,0,0.0,Derived from loading response or fitted mechanics.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HDI_Hardening,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,NOT_ELIGIBLE,1,1.96,Derived from loading response or fitted mechanics.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P014_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,5,9.8,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P015_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P015_Target_Status,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P015_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Mn_Charge_Adjustment,PROCESSING,METADATA_ONLY,NOT_ELIGIBLE,2,3.92,Descriptive metadata has no approved V1 predictor role.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Raw_Material_Purity,PROCESSING,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,2,3.92,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Grain_Size_Status,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Texture_Orientation_Status,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,2,3.92,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Elemental_Segregation_Status,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,OPTIONAL_V1,2,3.92,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",OPTIONAL_CANDIDATE_WITH_SCOPE_CONTROL,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Engineering_YS_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Engineering_UTS_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Engineering_Elongation_pct,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
True_Yield_Stress_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
True_UTS_MPa,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
HC,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,NOT_ELIGIBLE,2,3.92,Derived from loading response or fitted mechanics.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
True_Property_Status,MECHANICAL_RESPONSE,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Postfracture_Phase_State,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,2,3.92,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Postfracture_HCP_fraction,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,1,1.96,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Postfracture_HCP_fraction_Status,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,NOT_ELIGIBLE,2,3.92,Unavailable at the frozen prediction moment.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Fracture_Mode,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,NOT_ELIGIBLE,2,3.92,Same-test mechanical outcome would leak the response.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Negative_Evidence_Quality,TARGET,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_Value_Status,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SFE_Data_Origin,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Critical_Stress_Model_Validity,MODEL_DERIVED_RESPONSE,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P015_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,2,3.92,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Computational_Condition_ID,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_ELIGIBLE,0,0.0,Identity fields may memorize study or condition.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Independent_Computational_Condition,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Independent_Experimental_ML_sample,IDENTITY_GROUPING,GROUPING_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for dependence-aware splitting.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Experimental_Target_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Paper_Native_TRIP,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Paper_Native_TWIP,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TWIP_induced_TRIP_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TWIP_induced_TRIP_Timing,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TRIP_induced_TWIP_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
TRIP_induced_TWIP_Timing,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
SIS_PSR_GPa,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UTS_PSR_GPa,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
UTS_PSR_Status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_BCC_fraction_raw,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
Initial_BCC_fraction_status,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
PostQuench_Initial_Structure,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,NOT_ELIGIBLE,0,0.0,Not equivalent to the experimental predictor domain.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P017_Record_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P017_Legacy_Mapping_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
P017_Recovery_Provenance_JSON,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,0,0.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Row_Role,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Experimental_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Computational_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Target_Eligibility,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Duplicate_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Leakage_Risk,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Leakage_Category,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Source_Completeness,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
QC_Review_Status,PROVENANCE_QC,PROVENANCE_ONLY,NOT_ELIGIBLE,51,100.0,Reserved for audit/method/QC control.,BLOCK_FROM_PRIMARY_PREDICTOR_MATRIX,Priority is scientific and coverage-aware; no numeric threshold alone determined this class.
