Column_Name,Data_Type,Scientific_Family,Schema_Role,V1_Prediction_Time_Class,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action,Source_Type,Preprocessing,Potential_Leakage,Scientific_Justification,V2_Review_Status
Remelting_n,float64,PROCESSING,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Test_T_Status,object,TEST_CONDITIONS,PROVENANCE_ONLY,PROVENANCE_ONLY,20,28.986,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
KAM_Status,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Recrystallized_fraction,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,PREDICTOR_SAFE_DIRECT,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Direct source-supported information available before loading.,V1_PRECEDENT_RECONFIRMED
Recrystallized_Status,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Processing_TRIP,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Processing_TWIP,float64,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_Twin_Origin,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Initial_Twin_Target_Safety,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Tensile_Strain_pct,float64,MECHANICAL_RESPONSE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
FCC_fraction_at_stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
TWIP_at_stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
TRIP_at_stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Slip_at_stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
HDI_at_stage,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,MODEL_DERIVED_LEAKAGE,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is derived or inferred from loading response or fitted mechanical behavior.,V1_PRECEDENT_RECONFIRMED
HDI_Hardening,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,MODEL_DERIVED_LEAKAGE,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is derived or inferred from loading response or fitted mechanical behavior.,V1_PRECEDENT_RECONFIRMED
P014_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P015_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P015_Target_Status,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P015_Legacy_Mapping_Status,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Mn_Charge_Adjustment,object,PROCESSING,METADATA_ONLY,METADATA_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Metadata can encode paper, workflow, or extraction artifacts rather than material behavior.",V1_PRECEDENT_RECONFIRMED
Raw_Material_Purity,object,PROCESSING,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,16,23.188,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Grain_Size_Status,object,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,PROVENANCE_ONLY,20,28.986,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Texture_Orientation_Status,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Elemental_Segregation_Status,object,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,PREDICTOR_SAFE_CONDITIONAL,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Safe only after method, scope, timing, or availability control.",V1_PRECEDENT_RECONFIRMED
Engineering_YS_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,11,15.942,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
Engineering_UTS_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
Engineering_Elongation_pct,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,12,17.391,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
True_Yield_Stress_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
True_UTS_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
HC,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,MODEL_DERIVED_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is derived or inferred from loading response or fitted mechanical behavior.,V1_PRECEDENT_RECONFIRMED
True_Property_Status,object,MECHANICAL_RESPONSE,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Postfracture_Phase_State,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Postfracture_HCP_fraction,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Postfracture_HCP_fraction_Status,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,POST_TEST_LEAKAGE,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is observed only after tensile deformation starts or after fracture.,V1_PRECEDENT_RECONFIRMED
Fracture_Mode,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,MECHANICAL_OUTCOME_LEAKAGE,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,The field is an outcome of the same tensile test whose mechanisms are predicted.,V1_PRECEDENT_RECONFIRMED
Negative_Evidence_Quality,object,TARGET,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
SFE_Value_Status,object,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,PROVENANCE_ONLY,23,33.333,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
SFE_Data_Origin,object,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,PROVENANCE_ONLY,23,33.333,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Critical_Stress_Model_Validity,object,MODEL_DERIVED_RESPONSE,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P015_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Computational_Condition_ID,object,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTIFIER_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"The identifier can memorize paper, material, condition, or observation identity.",V1_PRECEDENT_RECONFIRMED
Independent_Computational_Condition,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Independent_Experimental_ML_sample,object,IDENTITY_GROUPING,GROUPING_ONLY,GROUPING_ONLY,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,A grouping key would expose dependence or study/material identity.,V1_PRECEDENT_RECONFIRMED
Experimental_Target_Eligibility,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
Paper_Native_TRIP,float64,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Paper_Native_TWIP,float64,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
TWIP_induced_TRIP_Status,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
TWIP_induced_TRIP_Timing,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
TRIP_induced_TWIP_Status,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
TRIP_induced_TWIP_Timing,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
SIS_PSR_GPa,float64,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
UTS_PSR_GPa,float64,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
UTS_PSR_Status,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Initial_BCC_fraction_raw,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
Initial_BCC_fraction_status,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
PostQuench_Initial_Structure,object,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,The descriptor is confined to a non-equivalent computational domain.,V1_PRECEDENT_RECONFIRMED
P017_Record_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P017_Legacy_Mapping_Status,float64,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P017_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Row_Role,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Experimental_Eligibility,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Computational_Eligibility,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Target_Eligibility,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Duplicate_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Leakage_Risk,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Leakage_Category,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Source_Completeness,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
QC_Review_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,PROVENANCE_ONLY,48,69.565,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",V1_PRECEDENT_RECONFIRMED
P002_Record_Role,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P002_Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P002_Legacy_Mapping_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P002_Mapped_Exact_ML_Condition_ID,object,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Identifier only,EXPLICIT_V17_NEW_FIELD_REVIEW
P002_Source_Identity_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
Corrigendum_DOI,object,OTHER,METADATA_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Corrigendum_Applied,object,OTHER,METADATA_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Corrected_TRIP_Comparison,object,OTHER,METADATA_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Measured_Bulk_Composition,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
EDS_Qualitative_Homogeneity,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Hot_Roll_Input_Thickness_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Hot_Roll_Output_Thickness_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Cold_Roll_Input_Thickness_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Cold_Roll_Output_Thickness_mm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Homogenization_Atmosphere,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Post_Homogenization_Quench,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Loading_Mode,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Specimen_Thickness_Status,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Replicate_Scope,object,IDENTITY_GROUPING,GROUPING_ONLY,NOT_IN_V1,15,21.739,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Grouping/independence control only,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Phase,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
NonRecrystallized_fraction,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
RZ_Grain_Size_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
